Year_Birth,Education,Marital_Status,,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntGoldProds,MntWines,MntFruits,MntFishProducts,MntSweetProducts,MntMeatProducts,NumDealsPurchases,NumWebPurchases,AcceptedCmp3,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp2,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,Complain
1971,Graduation,Widow,,"30,372.00",1,1,12/25/12,33,7,15,0,7,3,12,3,2,0,0,3,7,0,0,0,0,0
1987,2n Cycle,Single,,"23,830.00",0,0,02-07-2014,3,16,1,8,4,8,6,1,1,0,0,3,7,0,0,0,0,0
1974,PhD,Together,,"28,440.00",1,0,07-07-2013,87,0,38,1,0,0,24,1,2,0,0,3,8,0,0,0,0,0
1972,PhD,Single,,"86,857.00",0,0,09-12-2012,96,40,899,102,133,102,838,1,5,0,6,10,2,0,0,0,0,0
1958,2n Cycle,Together,,"26,490.00",0,0,9/22/12,92,25,45,47,21,20,52,2,3,0,1,5,6,0,0,0,0,0
1978,Graduation,Single,,"28,647.00",1,0,8/21/13,54,26,19,8,0,12,29,1,2,1,2,2,7,0,0,0,0,0
1987,Graduation,Married,,"17,323.00",0,0,10-10-2012,38,5,3,14,6,1,17,1,1,0,0,3,8,0,0,0,0,0
1976,PhD,Together,,"37,395.00",1,0,05-02-2014,47,11,18,0,0,1,9,1,1,0,0,3,6,0,0,0,0,0
1979,Graduation,Single,,"70,337.00",0,0,01-02-2014,75,91,187,81,25,43,149,1,2,0,2,12,1,0,0,0,0,0
1967,Graduation,Together,,"75,702.00",1,1,8/29/12,77,30,650,28,45,42,353,5,4,0,6,11,8,0,0,0,0,0
1979,Master,Married,,"40,662.00",1,0,3/15/13,0,23,40,2,0,4,23,2,2,0,1,3,4,0,0,0,0,0
1989,Graduation,Married,,"42,387.00",1,0,10/29/12,42,191,235,0,19,4,235,5,8,0,1,7,8,0,0,0,0,0
1993,Graduation,Single,,"74,293.00",0,0,05-04-2014,66,81,375,152,93,91,335,1,5,0,4,6,2,0,0,0,0,0
1975,PhD,Married,,"45,503.00",1,0,9/25/13,54,18,97,4,6,1,44,1,3,0,1,4,5,0,0,0,0,0
1966,PhD,Single,,"69,759.00",0,0,10/28/13,38,0,452,20,13,30,514,3,4,0,6,5,3,0,0,0,0,0
1976,Graduation,Single,,"20,180.00",0,0,2/20/13,27,18,18,42,15,20,24,1,2,0,1,4,7,0,0,0,0,0
1962,Graduation,Single,,"50,785.00",1,1,09-10-2013,27,27,64,1,0,1,21,2,2,0,1,3,6,0,0,0,0,0
1971,Graduation,Single,,"58,350.00",0,1,01-04-2013,5,80,493,26,116,80,206,4,8,0,3,12,6,0,0,0,0,0
1982,PhD,Together,,"32,313.00",1,0,02-11-2013,60,7,86,4,2,4,56,3,4,0,0,4,9,0,0,0,0,0
1982,Graduation,Married,,"22,448.00",1,0,2/26/14,86,18,3,1,23,2,8,3,2,0,1,3,3,0,0,0,0,0
1984,PhD,Married,,"18,988.00",1,0,5/23/14,43,1,6,0,2,1,6,2,1,0,0,3,7,0,0,0,0,0
1973,2n Cycle,Married,,,1,0,9/14/12,25,17,25,3,17,4,43,3,3,0,0,3,8,0,0,0,0,0
1968,PhD,Married,,"55,954.00",0,1,03-03-2014,63,43,447,0,0,0,28,3,8,0,2,6,7,0,0,0,0,0
1980,2n Cycle,Single,,"45,889.00",0,1,07-02-2013,42,8,31,0,0,1,6,1,1,0,0,3,6,0,0,0,0,0
1972,Graduation,Together,,"64,474.00",0,1,10/22/13,59,93,381,35,56,86,172,2,8,0,2,10,5,0,0,0,0,0
1972,Master,Married,,"35,641.00",1,0,7/14/13,11,28,63,3,8,9,67,2,3,0,1,4,7,0,0,0,0,0
1988,Graduation,Single,,"25,008.00",1,0,02-02-2014,72,9,2,8,6,1,8,2,1,0,0,3,8,0,0,0,0,0
1954,Graduation,Divorced,,"50,002.00",0,1,6/17/13,21,82,443,5,21,16,71,2,8,0,2,7,7,0,0,0,0,0
1983,PhD,Single,,"87,188.00",0,0,06-03-2013,73,55,910,111,49,74,724,1,10,0,2,6,3,0,0,0,0,0
1984,Graduation,Single,,"36,108.00",1,0,10/15/13,68,47,141,8,3,11,129,3,7,1,1,4,9,0,0,0,0,0
1956,Graduation,Widow,,"46,984.00",1,1,3/26/13,71,8,19,1,2,1,10,1,1,0,0,3,5,0,0,0,0,0
1950,Master,Divorced,,"38,054.00",1,1,05-01-2014,24,0,23,2,2,1,17,2,2,0,0,3,7,0,0,0,0,0
1973,2n Cycle,Married,,"23,559.00",1,0,07-03-2013,87,23,25,5,7,0,19,3,3,0,0,3,7,0,0,0,0,0
1969,Master,Married,,"42,169.00",1,1,10/19/13,20,2,19,0,0,0,9,2,1,0,0,3,8,0,0,0,0,0
1948,Master,Widow,,"78,427.00",0,0,10/24/12,36,138,972,19,180,26,595,3,3,0,7,10,3,0,0,0,1,0
1976,Master,Married,,"53,204.00",1,1,3/20/14,40,6,29,0,2,0,8,1,1,0,0,3,4,0,0,0,0,0
1986,Master,Single,,"21,888.00",1,0,12/29/12,15,64,88,10,2,3,46,4,5,0,1,2,10,0,0,0,0,0
1977,PhD,Married,,"28,973.00",0,0,10/13/12,59,12,206,0,3,2,46,2,5,0,1,5,8,0,0,0,0,0
1960,PhD,Married,,"77,037.00",0,1,10/13/13,3,10,463,96,168,53,333,1,7,0,7,12,3,0,0,0,0,0
1965,Graduation,Married,,"59,594.00",0,1,10/20/12,74,9,457,4,0,0,29,1,8,0,1,7,7,0,1,0,0,0
1969,PhD,Together,,"53,374.00",0,1,8/16/12,34,34,896,10,13,10,101,6,4,1,2,9,9,0,0,0,0,0
1969,PhD,Married,,"94,871.00",0,2,09-01-2012,99,144,169,24,188,0,553,1,8,0,5,4,7,0,1,1,0,0
1977,Graduation,Married,,"41,124.00",1,0,10/31/12,41,119,281,7,15,0,84,7,7,0,3,4,8,0,0,0,0,0
1955,PhD,Single,,"61,284.00",0,0,10-12-2013,76,45,618,15,20,7,106,1,11,0,2,8,6,0,1,0,0,0
1950,Graduation,Married,,"57,045.00",0,1,09-08-2012,40,17,296,13,11,13,104,3,4,0,2,9,3,0,0,0,0,0
1986,Basic,Single,,"8,940.00",1,0,8/22/12,25,42,1,45,4,6,3,3,3,0,1,3,8,0,0,0,0,0
1986,Graduation,Married,,"92,910.00",0,0,4/24/14,42,33,551,137,179,103,792,1,6,0,7,13,1,0,1,1,1,0
1963,Master,Divorced,,"48,721.00",1,1,5/13/13,50,21,81,18,47,13,113,6,4,0,2,5,6,0,0,0,0,0
1962,Graduation,Single,,"76,624.00",0,1,5/24/14,68,66,411,106,54,115,147,1,5,1,10,7,1,0,0,0,0,0
1967,Graduation,Married,,"22,574.00",2,1,10/28/13,28,2,25,0,2,0,8,2,2,0,0,3,7,0,0,0,0,0
1958,PhD,Together,,"84,460.00",0,0,01-04-2013,80,81,152,27,106,54,103,0,9,0,9,4,5,1,1,1,1,0
1961,Graduation,Married,,"49,678.00",0,1,02-02-2013,81,20,229,5,3,2,56,2,6,0,2,4,7,0,0,0,0,0
1977,PhD,Together,,"1,02,160.00",0,0,11-02-2012,54,58,763,29,76,176,138,0,7,0,9,10,4,0,1,1,1,0
1952,2n Cycle,Together,,"57,247.00",0,1,08-08-2013,50,6,99,4,37,54,32,2,2,0,1,7,2,0,0,0,0,0
1956,Master,Single,,"55,284.00",0,1,12/24/12,60,63,547,7,0,7,140,3,7,0,5,8,5,0,0,0,0,0
1978,2n Cycle,Divorced,,"21,282.00",1,0,05-11-2014,76,20,1,5,4,8,8,2,2,0,1,2,6,0,0,0,0,0
1965,Basic,Single,,"23,529.00",0,1,01-07-2013,67,20,9,7,3,2,13,1,1,0,1,2,6,0,0,0,0,0
1989,PhD,Together,,"66,973.00",0,0,5/17/13,98,102,466,22,147,113,432,1,8,0,7,12,3,0,0,0,0,0
1991,Graduation,Married,,"42,691.00",0,0,8/16/13,48,58,179,2,38,17,64,1,5,0,1,6,5,0,0,0,0,0
1956,Graduation,Single,,"54,252.00",1,1,5/28/13,25,44,178,4,8,4,26,5,4,0,1,5,6,0,0,0,0,0
1958,Graduation,Single,,"45,160.00",1,1,3/29/14,9,3,8,2,3,0,5,1,1,0,0,2,7,0,0,0,0,0
1959,Graduation,Together,,"87,771.00",0,1,5/22/13,61,33,1492,38,50,57,287,1,5,0,10,4,6,1,1,1,1,0
1957,Graduation,Married,,"78,618.00",0,0,9/28/12,87,61,736,163,212,163,818,1,4,0,7,10,2,0,1,0,0,0
1965,Graduation,Together,,"29,672.00",1,1,03-12-2013,6,8,9,1,0,4,3,1,0,0,0,3,6,0,0,0,0,0
1973,Graduation,Married,,"52,845.00",1,0,8/13/13,7,64,384,25,130,41,292,3,8,1,8,6,6,0,0,0,0,0
1979,Graduation,Married,,"71,626.00",0,0,11-01-2012,94,72,546,72,94,145,376,1,5,0,5,8,3,0,1,0,0,0
1980,Graduation,Married,,"82,497.00",0,0,10/31/12,32,203,777,129,216,21,573,1,2,0,7,9,4,0,0,1,0,0
1974,PhD,Married,,"45,207.00",1,1,11-10-2012,64,2,203,0,0,0,10,5,3,0,1,6,6,0,1,0,0,0
1984,Graduation,Married,,"72,570.00",0,0,4/25/14,67,224,274,83,151,141,216,1,4,0,6,12,1,0,0,0,0,0
1976,Graduation,Divorced,,"30,992.00",1,0,4/22/13,83,2,17,0,7,3,14,1,1,0,0,3,7,0,0,0,0,0
1969,PhD,Together,,"69,476.00",0,0,9/30/13,3,67,260,86,63,9,559,1,4,0,6,4,2,0,0,0,0,0
1950,PhD,Married,,"55,517.00",1,1,9/27/12,53,36,483,0,0,6,108,5,11,0,1,6,9,0,0,0,0,0
1962,PhD,Single,,"33,419.00",0,1,8/17/13,76,18,56,0,0,0,12,2,2,0,0,4,7,0,0,0,0,0
1971,2n Cycle,Together,,"26,850.00",1,1,4/18/14,10,9,31,1,7,2,13,4,2,0,1,4,4,0,0,0,0,0
1973,2n Cycle,Married,,"46,094.00",1,1,06-10-2014,62,5,12,2,3,2,20,1,1,0,0,3,7,0,0,0,0,0
1955,Graduation,Married,,"80,395.00",0,0,11/23/13,62,48,445,25,80,76,706,1,6,0,5,12,2,0,0,0,1,0
1971,2n Cycle,Married,,"54,690.00",1,1,11-07-2013,76,18,111,16,7,9,37,3,3,0,1,5,3,0,0,0,0,0
1953,Graduation,Single,,"73,892.00",0,0,11/13/13,40,43,703,102,0,58,601,1,3,0,11,8,1,0,0,0,0,0
1959,Graduation,Married,,"65,031.00",0,1,3/17/13,29,86,258,107,84,37,291,4,10,0,3,13,7,0,0,0,0,0
1981,Graduation,Married,,"19,419.00",1,0,11-10-2012,76,7,2,14,16,3,28,4,4,0,0,3,9,0,0,0,0,0
1968,Graduation,Together,,"35,322.00",1,2,8/22/12,34,13,28,9,12,7,37,3,2,0,0,4,8,0,0,0,0,0
1967,PhD,Together,,"62,981.00",0,0,3/17/13,21,0,796,14,38,44,590,1,4,0,5,13,3,0,1,0,0,0
1960,Master,Together,,"17,144.00",1,1,2/15/14,96,6,18,2,0,2,19,5,3,0,0,4,7,0,0,0,0,0
1965,Graduation,Single,,"42,720.00",1,1,4/24/13,9,112,392,5,28,26,91,8,7,0,3,7,8,0,0,0,0,0
1972,Graduation,Single,,"24,762.00",1,0,02-10-2014,16,40,6,10,3,15,12,3,3,1,1,2,8,0,0,0,0,0
1977,Master,Single,,"36,273.00",1,0,4/16/14,80,9,29,3,3,2,30,2,3,0,0,3,6,0,0,0,0,0
1947,Master,Together,,"77,632.00",0,0,03-10-2013,73,147,1200,105,0,42,758,1,4,0,2,6,2,0,1,1,0,0
1944,PhD,Single,,"82,716.00",0,0,11-05-2013,8,22,606,148,15,148,228,1,6,0,8,13,2,0,0,0,0,0
1976,2n Cycle,Together,,"26,907.00",1,1,8/20/13,10,2,9,1,0,3,7,2,1,0,0,3,7,0,0,0,0,0
1962,Graduation,Together,,"75,072.00",0,1,1/23/13,83,125,583,34,0,22,309,2,5,0,4,8,3,0,0,0,0,0
1969,Graduation,Married,,"25,293.00",1,0,9/15/13,51,9,15,0,0,2,11,1,1,0,1,2,8,0,0,0,0,0
1980,Graduation,Married,,"15,072.00",2,0,05-10-2013,96,18,8,2,0,10,15,4,3,0,1,3,5,0,0,0,0,0
1957,Graduation,Together,,"50,116.00",1,1,6/20/14,68,2,54,0,0,0,10,2,1,0,0,4,5,0,1,0,0,0
1957,Graduation,Together,,"42,213.00",0,1,10-12-2013,96,20,309,3,4,3,24,2,5,0,1,7,7,0,1,0,0,0
1955,Graduation,Single,,"80,317.00",0,0,8/20/13,64,57,536,11,149,91,387,1,3,0,4,10,1,0,0,0,0,0
1961,Master,Together,,"48,330.00",0,1,11/15/13,2,0,28,0,0,0,4,1,1,0,0,3,5,0,0,0,0,0
1971,2n Cycle,Married,,"78,041.00",0,0,12/16/12,93,17,482,35,72,160,553,1,4,0,4,9,2,0,0,0,0,0
1957,Master,Together,,"66,636.00",0,0,8/17/13,64,0,291,10,84,10,689,1,3,0,4,9,1,0,0,0,0,0
1961,Graduation,Together,,"64,260.00",0,0,01-11-2013,1,30,539,169,20,0,816,1,4,0,5,4,3,0,0,0,0,0
1954,2n Cycle,Single,,"42,607.00",0,1,11/17/13,30,47,156,29,30,32,56,2,3,0,2,7,3,0,0,0,0,0
1976,PhD,Married,,"16,927.00",1,1,02-10-2013,50,4,20,2,3,1,23,5,3,0,0,4,8,0,0,0,0,0
1978,Graduation,Married,,"33,039.00",1,0,09-09-2013,4,12,30,8,8,8,12,1,2,0,0,4,5,0,0,0,0,0
1981,Graduation,Divorced,,"56,981.00",0,0,1/25/14,91,24,908,48,32,12,217,1,2,0,3,13,6,0,1,0,0,0
1953,Graduation,Together,,"61,278.00",0,1,01-04-2014,87,15,111,3,2,6,28,2,3,0,1,4,6,0,0,0,0,0
1971,Graduation,Married,,"37,150.00",1,0,09-11-2012,80,116,167,37,49,34,64,8,4,0,3,6,7,0,0,0,0,0
1972,PhD,Married,,"62,010.00",0,1,10/23/12,93,92,371,22,6,0,39,4,6,0,2,7,5,0,0,0,0,0
1969,Graduation,Married,,"42,231.00",1,1,3/25/14,99,4,24,0,0,1,8,1,1,0,0,3,5,0,0,0,0,0
1954,Master,Divorced,,"62,637.00",0,1,03-01-2014,76,5,104,12,4,12,48,1,2,0,2,5,2,0,0,0,0,0
1960,Master,Together,,"17,144.00",1,1,2/15/14,96,6,18,2,0,2,19,5,3,0,0,4,7,0,0,0,0,0
1976,Graduation,Divorced,,"31,859.00",1,0,6/14/13,77,5,3,1,8,0,3,1,1,0,0,2,7,0,0,0,0,0
1956,Graduation,Married,,"71,866.00",0,1,12/25/13,85,33,184,178,103,39,178,1,6,0,3,10,3,0,0,0,0,0
1970,Graduation,Single,,,1,2,8/23/13,67,20,738,20,52,50,172,6,2,0,3,10,7,0,1,0,1,0
1975,2n Cycle,Single,,"49,514.00",1,0,12/17/13,61,93,88,39,58,13,78,2,6,0,1,4,7,0,0,0,0,0
1979,Master,Married,,"32,765.00",1,0,2/23/14,49,3,13,3,7,3,17,2,2,0,0,4,5,0,0,0,0,0
1968,Graduation,Divorced,,"36,997.00",1,1,02-01-2013,72,27,43,4,8,0,12,5,2,0,1,4,5,0,0,0,0,0
1971,Master,Single,,"33,316.00",1,1,10-04-2013,34,12,79,1,4,4,31,3,2,0,1,4,6,0,0,0,0,0
1964,Master,Married,,"64,100.00",0,1,09-10-2013,93,10,509,0,0,0,27,1,8,0,3,6,7,0,1,0,0,0
1957,Graduation,Married,,"43,140.00",0,1,01-05-2013,68,11,134,8,6,0,76,1,4,0,1,5,6,0,0,0,0,0
1960,PhD,Married,,"65,695.00",0,1,1/31/14,50,6,371,32,0,58,189,2,5,0,4,10,4,0,0,0,0,0
1976,Graduation,Married,,"59,809.00",0,2,10/18/12,36,49,598,16,32,41,141,3,3,0,3,6,8,0,0,0,0,0
1969,Graduation,Together,,"62,882.00",0,1,08-09-2012,26,97,509,133,78,24,497,2,7,0,5,6,4,0,0,0,0,0
1968,Graduation,Single,,"70,566.00",0,1,10-06-2013,4,21,381,28,84,28,215,2,6,0,5,9,3,0,0,0,0,0
1986,PhD,Together,,"34,320.00",1,0,2/16/14,66,0,4,1,3,0,9,1,1,0,0,2,8,0,0,0,0,0
1966,Graduation,Together,,"82,427.00",0,0,03-12-2014,35,107,482,147,104,107,509,1,3,0,5,12,1,0,0,1,0,0
1984,Graduation,Together,,"35,196.00",1,0,11/13/12,68,187,75,12,43,39,141,6,6,0,1,5,8,0,0,0,0,0
1965,Graduation,Single,,"59,686.00",0,1,1/25/14,78,5,89,15,34,42,89,1,4,0,1,6,4,0,0,0,0,0
1973,Master,Married,,"60,432.00",0,1,03-09-2014,61,11,365,3,4,3,15,5,7,0,2,5,6,0,0,0,0,0
1975,PhD,Together,,"61,905.00",0,1,02-04-2014,2,13,167,0,6,2,43,2,4,0,2,4,5,0,0,0,0,0
1976,Graduation,Married,,"24,027.00",1,0,06-09-2013,7,5,14,7,11,0,11,2,2,0,0,3,8,0,0,0,0,0
1973,PhD,Single,,"46,854.00",1,1,3/31/14,81,79,96,1,7,1,79,6,5,1,1,3,8,0,0,0,0,0
1969,Graduation,Married,,"14,045.00",1,0,1/26/14,24,1,11,0,2,1,5,1,1,0,0,3,7,0,0,0,0,0
1947,Graduation,Single,,"77,457.00",0,0,03-05-2014,85,11,675,11,15,45,400,1,2,0,5,10,1,0,0,1,0,0
1959,Graduation,Married,,"58,113.00",0,1,1/25/13,66,84,221,104,102,78,169,3,9,0,2,8,7,0,0,0,0,1
1976,2n Cycle,Together,,"36,301.00",1,0,10/25/13,53,12,11,12,3,5,35,1,3,0,0,3,7,0,0,0,0,0
1951,PhD,Single,,"64,950.00",0,1,08-12-2012,29,63,819,0,12,0,72,2,11,0,2,10,7,0,1,0,0,0
1992,Master,Together,,"42,670.00",0,0,4/27/13,12,15,154,2,20,4,46,1,4,0,2,4,4,0,0,0,0,0
1977,Master,Together,,"57,954.00",1,1,6/18/14,52,9,456,4,0,0,24,7,8,0,2,6,7,0,1,0,0,0
1980,Basic,Married,,"25,965.00",0,0,09-07-2012,29,11,2,2,41,7,11,1,2,0,0,3,8,0,0,0,0,0
1959,PhD,Divorced,,"68,805.00",0,1,9/17/13,73,20,182,2,17,13,49,1,3,0,1,7,2,0,0,0,0,0
1977,Graduation,Together,,"46,931.00",2,1,4/24/14,94,16,41,0,3,1,17,2,1,0,1,3,3,0,0,0,0,0
1959,Graduation,Married,,"18,690.00",0,0,12/28/12,77,19,6,1,23,4,7,1,1,0,1,2,8,0,0,0,0,0
1984,Graduation,Single,,"52,413.00",1,0,11-03-2012,67,12,185,8,56,56,133,2,7,0,1,7,7,0,0,0,0,0
1972,Basic,Married,,"14,188.00",0,0,2/28/13,40,27,2,7,16,12,11,1,2,0,0,4,6,0,0,0,0,0
1971,Master,Married,,"34,109.00",0,1,11-06-2013,39,4,9,1,2,1,5,1,0,0,0,3,4,0,0,0,0,0
1956,Master,Married,,"90,226.00",0,0,9/26/12,26,108,1083,108,253,151,649,1,4,0,7,12,2,0,0,0,1,0
1960,Graduation,Together,,"19,740.00",0,1,3/24/13,65,20,7,11,10,4,3,2,1,0,1,3,5,0,0,0,0,0
1968,Master,Married,,"29,543.00",2,0,04-01-2014,47,18,17,3,3,4,18,2,3,0,1,2,7,0,0,0,0,0
1951,Graduation,Married,,"44,689.00",1,1,01-10-2014,82,11,18,0,0,0,5,2,1,1,1,2,7,0,0,0,0,0
1965,2n Cycle,Married,,"46,891.00",0,1,09-01-2013,91,61,43,12,29,15,23,1,2,0,1,4,4,0,0,0,0,0
1977,Graduation,Single,,"35,790.00",1,0,01-02-2013,54,3,12,6,30,1,20,2,2,0,0,3,7,0,0,0,0,0
1957,PhD,Single,,"40,737.00",2,1,12-08-2013,24,2,11,0,0,0,4,1,1,0,0,2,8,0,0,0,0,0
1991,2n Cycle,Together,,"20,193.00",0,0,11/28/12,18,9,8,8,24,11,22,1,1,0,1,4,4,0,0,0,0,0
1959,PhD,Married,,"36,732.00",1,1,12/29/13,71,7,21,5,10,1,3,3,1,0,1,4,2,0,0,0,0,0
1970,2n Cycle,Married,,"62,466.00",0,1,1/15/14,13,83,129,129,168,121,259,5,6,0,3,12,4,0,0,0,0,0
1955,Graduation,Married,,"74,268.00",0,0,2/14/13,83,41,199,66,97,174,315,1,4,0,3,5,2,0,0,0,0,0
1952,PhD,Married,,"54,549.00",0,1,03-03-2014,8,9,216,2,0,0,6,2,5,0,1,4,7,0,0,0,0,0
1970,PhD,Married,,"67,536.00",0,1,5/22/13,45,35,1253,0,23,71,447,3,11,0,5,11,8,0,0,0,1,0
1952,Graduation,Married,,"67,433.00",0,2,7/16/13,51,30,615,28,12,48,259,4,6,0,5,13,4,0,1,0,0,0
1952,Master,Together,,"43,776.00",1,1,02-03-2013,9,20,177,2,3,2,71,6,5,0,2,4,8,0,0,0,0,0
1964,Graduation,Single,,"81,246.00",0,0,12/29/13,87,37,398,190,61,156,537,1,4,1,5,7,1,0,0,0,1,0
1956,PhD,Married,,"66,334.00",0,1,04-03-2013,82,23,909,11,0,0,218,2,9,0,3,5,5,0,0,0,0,0
1975,Master,Married,,"92,163.00",0,0,12-12-2012,25,20,817,183,106,163,797,0,5,0,11,5,2,0,0,1,1,0
1969,Graduation,Together,,"68,695.00",0,0,6/25/14,3,40,458,81,106,50,356,1,4,0,4,7,2,0,0,0,0,0
1955,Graduation,Together,,"65,748.00",0,1,4/15/13,58,34,172,73,95,78,93,2,2,0,4,10,1,0,0,0,0,1
1955,PhD,Together,,"46,015.00",1,1,4/13/14,25,6,38,0,0,0,2,1,1,1,0,3,7,1,0,0,0,0
1974,Graduation,Married,,"26,751.00",2,0,5/22/14,26,1,1,1,0,3,5,1,1,0,0,2,8,0,0,0,0,0
1970,Graduation,Married,,"70,617.00",0,0,6/23/13,45,27,353,61,40,46,753,1,3,0,3,7,2,0,0,0,0,0
1980,PhD,Married,,"43,974.00",1,0,12-12-2012,19,72,378,0,0,0,101,5,6,0,4,6,7,0,0,0,0,0
1964,Graduation,Married,,"75,236.00",0,1,11/25/13,27,114,438,66,12,38,400,1,8,0,3,13,4,0,0,0,0,0
1966,2n Cycle,Single,,"89,572.00",0,0,9/15/12,44,64,606,24,197,194,974,1,7,0,7,9,4,0,1,0,1,0
1984,2n Cycle,Married,,"14,796.00",1,0,9/17/12,1,16,13,3,7,4,8,2,1,0,0,3,9,0,0,0,0,0
1988,Graduation,Single,,"66,951.00",0,0,11-02-2013,46,124,277,162,173,76,305,1,3,0,4,7,1,0,0,0,0,0
1978,Graduation,Married,,"77,583.00",0,0,02-10-2014,93,108,372,23,250,12,384,1,4,0,5,9,2,0,0,0,1,0
1980,Graduation,Married,,"19,107.00",1,0,8/22/13,49,16,2,4,10,5,9,2,1,0,0,3,7,0,0,0,0,0
1971,PhD,Married,,"60,491.00",0,1,09-06-2013,81,76,637,47,12,19,237,4,6,0,11,7,5,0,0,0,0,0
1984,Graduation,Together,,"16,529.00",1,0,03-01-2014,23,1,3,0,13,0,5,1,1,0,0,3,6,0,0,0,0,0
1953,Master,Married,,"67,087.00",0,1,12/17/13,40,43,329,35,130,35,222,2,7,0,5,8,4,0,0,0,0,0
1954,PhD,Married,,"52,869.00",1,1,10/15/12,40,21,84,3,2,1,61,3,3,0,1,4,7,0,0,0,0,0
1957,PhD,Divorced,,"41,437.00",1,1,9/22/12,5,1,29,0,0,0,2,1,1,0,0,3,7,0,0,0,0,0
1954,Master,Together,,,0,1,6/23/13,83,24,161,0,0,0,22,2,4,0,1,4,6,0,0,0,0,0
1956,2n Cycle,Together,,"54,342.00",1,1,07-03-2013,74,28,84,10,11,10,34,4,3,0,1,4,6,0,0,0,0,0
1990,Graduation,Married,,"18,929.00",0,0,2/16/13,15,18,32,0,23,4,8,1,1,0,0,4,6,0,0,0,0,0
1975,Master,Married,,"54,730.00",0,1,8/15/13,64,56,318,3,4,7,17,5,4,0,1,8,4,0,0,0,0,0
1973,Graduation,Together,,"22,682.00",1,0,10-03-2013,51,36,10,14,4,2,29,3,2,0,1,4,4,0,0,0,0,0
1951,Graduation,Married,,"53,790.00",0,2,03-06-2014,86,5,335,42,28,5,127,3,7,0,2,8,6,0,0,0,0,0
1955,Graduation,Married,,"67,225.00",0,1,11/26/13,4,143,315,35,46,7,322,3,7,0,2,11,5,0,0,0,0,0
1973,Graduation,Single,,"34,853.00",1,1,12/23/13,75,2,9,3,2,3,15,2,2,0,0,3,6,0,0,0,0,0
1966,Graduation,Married,,"44,794.00",0,1,06-08-2014,99,4,54,0,0,0,7,1,2,0,0,3,6,0,0,0,0,0
1960,Master,Married,,"30,522.00",0,1,8/17/12,6,26,179,8,19,11,83,5,1,0,2,9,2,0,0,0,0,0
1967,Graduation,Single,,"79,146.00",1,1,4/24/14,33,16,245,16,21,43,223,2,8,0,1,8,6,0,0,0,0,0
1972,2n Cycle,Married,,"70,932.00",0,1,1/19/14,57,185,200,193,46,185,100,2,6,0,2,12,3,0,0,0,0,0
1983,Graduation,Single,,"22,148.00",0,0,4/13/14,16,11,15,5,0,4,14,1,1,0,0,3,7,0,0,0,0,0
1991,Graduation,Together,,"89,891.00",0,0,4/15/13,17,183,412,22,59,28,132,1,11,0,6,8,4,0,0,1,0,0
1973,PhD,Together,,"20,427.00",1,0,3/24/14,63,1,5,0,0,0,4,1,1,0,0,2,8,0,0,0,0,0
1950,PhD,Together,,"59,292.00",0,1,6/13/13,71,14,378,14,19,14,68,2,3,0,5,8,3,0,0,0,0,0
1979,Graduation,Together,,"30,545.00",1,0,10/17/12,71,12,4,12,19,7,15,2,2,0,0,3,7,0,0,0,0,0
1987,Graduation,Married,,"75,794.00",0,0,12/24/13,33,48,754,160,63,32,625,1,7,0,5,12,3,0,0,0,1,0
1968,Graduation,Married,,"41,120.00",1,1,11-06-2013,80,24,24,2,0,8,23,3,2,0,1,3,6,0,0,0,0,0
1978,Basic,Single,,"26,487.00",1,0,5/20/13,23,23,2,8,12,14,10,3,2,0,1,3,5,0,0,0,0,0
1978,Graduation,Together,,"70,440.00",0,0,10-08-2013,49,88,690,117,76,102,499,1,5,0,10,7,3,0,0,0,1,0
1958,2n Cycle,Single,,"38,741.00",1,1,3/30/14,60,13,7,10,8,6,17,2,2,0,0,3,7,0,0,0,0,0
1954,Graduation,Single,,"46,344.00",1,1,03-08-2014,38,6,11,1,2,1,6,2,1,0,1,2,5,0,0,0,0,0
1956,Graduation,Together,,"64,090.00",0,1,08-07-2013,8,135,316,58,76,51,161,1,6,0,9,4,5,0,0,0,0,0
1955,2n Cycle,Together,,"74,805.00",0,1,11-06-2013,14,37,209,162,41,162,209,5,4,0,7,10,2,0,0,0,0,0
1991,Master,Single,,"90,638.00",0,0,2/13/14,29,96,1156,120,94,144,915,1,3,0,4,10,1,0,0,1,0,0
1978,PhD,Married,,"72,159.00",0,0,10/29/12,62,53,322,53,34,40,899,1,4,0,6,10,2,0,0,0,0,0
1955,Master,Married,,"52,750.00",0,1,02-04-2013,72,69,393,0,90,69,239,6,5,0,7,9,4,0,0,0,0,0
1965,Graduation,Married,,"58,692.00",0,1,04-06-2014,21,11,301,11,4,7,61,1,8,0,2,4,7,0,0,0,0,0
1982,Graduation,Together,,"40,479.00",1,0,8/17/13,95,0,5,0,2,0,8,1,0,0,0,3,4,0,0,0,0,0
1964,Graduation,Single,,"45,989.00",0,1,10/22/12,97,12,138,33,28,24,87,4,3,0,2,7,3,0,0,0,0,0
1983,PhD,Married,,"50,150.00",0,0,6/20/13,32,11,135,46,65,61,92,2,5,0,2,7,5,0,0,0,0,0
