Year_Birth,Income,Kidhome,Teenhome,Recency,MntGoldProds,MntWines,MntFruits,MntFishProducts,MntSweetProducts,MntMeatProducts,NumDealsPurchases,NumWebPurchases,AcceptedCmp3,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp2,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,Complain,D_Customer,M_Customer,Y_Customer,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,target
1977,41124,1,0,41,119,281,7,15,0,84,7,7,0,3,4,8,0,0,0,0,0,31,10,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1955,61284,0,0,76,45,618,15,20,7,106,1,11,0,2,8,6,0,1,0,0,0,12,10,2013,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1950,57045,0,1,40,17,296,13,11,13,104,3,4,0,2,9,3,0,0,0,0,0,8,9,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1986,8940,1,0,25,42,1,45,4,6,3,3,3,0,1,3,8,0,0,0,0,0,22,8,2012,False,True,False,False,False,False,False,False,False,True,False,False,False,0
1986,92910,0,0,42,33,551,137,179,103,792,1,6,0,7,13,1,0,1,1,1,0,24,4,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1963,48721,1,1,50,21,81,18,47,13,113,6,4,0,2,5,6,0,0,0,0,0,13,5,2013,False,False,False,True,False,False,False,True,False,False,False,False,False,0
1962,76624,0,1,68,66,411,106,54,115,147,1,5,1,10,7,1,0,0,0,0,0,24,5,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1967,22574,2,1,28,2,25,0,2,0,8,2,2,0,0,3,7,0,0,0,0,0,28,10,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1958,84460,0,0,80,81,152,27,106,54,103,0,9,0,9,4,5,1,1,1,1,0,4,1,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,1
1961,49678,0,1,81,20,229,5,3,2,56,2,6,0,2,4,7,0,0,0,0,0,2,2,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1977,102160,0,0,54,58,763,29,76,176,138,0,7,0,9,10,4,0,1,1,1,0,2,11,2012,False,False,False,False,True,False,False,False,False,False,True,False,False,1
1952,57247,0,1,50,6,99,4,37,54,32,2,2,0,1,7,2,0,0,0,0,0,8,8,2013,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1956,55284,0,1,60,63,547,7,0,7,140,3,7,0,5,8,5,0,0,0,0,0,24,12,2012,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1978,21282,1,0,76,20,1,5,4,8,8,2,2,0,1,2,6,0,0,0,0,0,11,5,2014,True,False,False,False,False,False,False,True,False,False,False,False,False,0
1965,23529,0,1,67,20,9,7,3,2,13,1,1,0,1,2,6,0,0,0,0,0,7,1,2013,False,True,False,False,False,False,False,False,False,True,False,False,False,0
1989,66973,0,0,98,102,466,22,147,113,432,1,8,0,7,12,3,0,0,0,0,0,17,5,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1991,42691,0,0,48,58,179,2,38,17,64,1,5,0,1,6,5,0,0,0,0,0,16,8,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1956,54252,1,1,25,44,178,4,8,4,26,5,4,0,1,5,6,0,0,0,0,0,28,5,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1958,45160,1,1,9,3,8,2,3,0,5,1,1,0,0,2,7,0,0,0,0,0,29,3,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1959,87771,0,1,61,33,1492,38,50,57,287,1,5,0,10,4,6,1,1,1,1,0,22,5,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1957,78618,0,0,87,61,736,163,212,163,818,1,4,0,7,10,2,0,1,0,0,0,28,9,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1965,29672,1,1,6,8,9,1,0,4,3,1,0,0,0,3,6,0,0,0,0,0,12,3,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1973,52845,1,0,7,64,384,25,130,41,292,3,8,1,8,6,6,0,0,0,0,0,13,8,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1979,71626,0,0,94,72,546,72,94,145,376,1,5,0,5,8,3,0,1,0,0,0,1,11,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1980,82497,0,0,32,203,777,129,216,21,573,1,2,0,7,9,4,0,0,1,0,0,31,10,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1974,45207,1,1,64,2,203,0,0,0,10,5,3,0,1,6,6,0,1,0,0,0,10,11,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1984,72570,0,0,67,224,274,83,151,141,216,1,4,0,6,12,1,0,0,0,0,0,25,4,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1976,30992,1,0,83,2,17,0,7,3,14,1,1,0,0,3,7,0,0,0,0,0,22,4,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1969,69476,0,0,3,67,260,86,63,9,559,1,4,0,6,4,2,0,0,0,0,0,30,9,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1950,55517,1,1,53,36,483,0,0,6,108,5,11,0,1,6,9,0,0,0,0,0,27,9,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,1
1962,33419,0,1,76,18,56,0,0,0,12,2,2,0,0,4,7,0,0,0,0,0,17,8,2013,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1971,26850,1,1,10,9,31,1,7,2,13,4,2,0,1,4,4,0,0,0,0,0,18,4,2014,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1973,46094,1,1,62,5,12,2,3,2,20,1,1,0,0,3,7,0,0,0,0,0,10,6,2014,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1955,80395,0,0,62,48,445,25,80,76,706,1,6,0,5,12,2,0,0,0,1,0,23,11,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1971,54690,1,1,76,18,111,16,7,9,37,3,3,0,1,5,3,0,0,0,0,0,7,11,2013,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1953,73892,0,0,40,43,703,102,0,58,601,1,3,0,11,8,1,0,0,0,0,0,13,11,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,1
1959,65031,0,1,29,86,258,107,84,37,291,4,10,0,3,13,7,0,0,0,0,0,17,3,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1981,19419,1,0,76,7,2,14,16,3,28,4,4,0,0,3,9,0,0,0,0,0,10,11,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1968,35322,1,2,34,13,28,9,12,7,37,3,2,0,0,4,8,0,0,0,0,0,22,8,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1967,62981,0,0,21,0,796,14,38,44,590,1,4,0,5,13,3,0,1,0,0,0,17,3,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1960,17144,1,1,96,6,18,2,0,2,19,5,3,0,0,4,7,0,0,0,0,0,15,2,2014,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1965,42720,1,1,9,112,392,5,28,26,91,8,7,0,3,7,8,0,0,0,0,0,24,4,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,1
1972,24762,1,0,16,40,6,10,3,15,12,3,3,1,1,2,8,0,0,0,0,0,10,2,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,1
1977,36273,1,0,80,9,29,3,3,2,30,2,3,0,0,3,6,0,0,0,0,0,16,4,2014,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1947,77632,0,0,73,147,1200,105,0,42,758,1,4,0,2,6,2,0,1,1,0,0,10,3,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,1
1944,82716,0,0,8,22,606,148,15,148,228,1,6,0,8,13,2,0,0,0,0,0,5,11,2013,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1976,26907,1,1,10,2,9,1,0,3,7,2,1,0,0,3,7,0,0,0,0,0,20,8,2013,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1962,75072,0,1,83,125,583,34,0,22,309,2,5,0,4,8,3,0,0,0,0,0,23,1,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1969,25293,1,0,51,9,15,0,0,2,11,1,1,0,1,2,8,0,0,0,0,0,15,9,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1980,15072,2,0,96,18,8,2,0,10,15,4,3,0,1,3,5,0,0,0,0,0,10,5,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1957,50116,1,1,68,2,54,0,0,0,10,2,1,0,0,4,5,0,1,0,0,0,20,6,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1957,42213,0,1,96,20,309,3,4,3,24,2,5,0,1,7,7,0,1,0,0,0,12,10,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1955,80317,0,0,64,57,536,11,149,91,387,1,3,0,4,10,1,0,0,0,0,0,20,8,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1961,48330,0,1,2,0,28,0,0,0,4,1,1,0,0,3,5,0,0,0,0,0,15,11,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1971,78041,0,0,93,17,482,35,72,160,553,1,4,0,4,9,2,0,0,0,0,0,16,12,2012,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1957,66636,0,0,64,0,291,10,84,10,689,1,3,0,4,9,1,0,0,0,0,0,17,8,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1961,64260,0,0,1,30,539,169,20,0,816,1,4,0,5,4,3,0,0,0,0,0,11,1,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1954,42607,0,1,30,47,156,29,30,32,56,2,3,0,2,7,3,0,0,0,0,0,17,11,2013,True,False,False,False,False,False,False,False,False,True,False,False,False,0
1976,16927,1,1,50,4,20,2,3,1,23,5,3,0,0,4,8,0,0,0,0,0,10,2,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1978,33039,1,0,4,12,30,8,8,8,12,1,2,0,0,4,5,0,0,0,0,0,9,9,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1981,56981,0,0,91,24,908,48,32,12,217,1,2,0,3,13,6,0,1,0,0,0,25,1,2014,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1953,61278,0,1,87,15,111,3,2,6,28,2,3,0,1,4,6,0,0,0,0,0,4,1,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1971,37150,1,0,80,116,167,37,49,34,64,8,4,0,3,6,7,0,0,0,0,0,11,9,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1972,62010,0,1,93,92,371,22,6,0,39,4,6,0,2,7,5,0,0,0,0,0,23,10,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1969,42231,1,1,99,4,24,0,0,1,8,1,1,0,0,3,5,0,0,0,0,0,25,3,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1954,62637,0,1,76,5,104,12,4,12,48,1,2,0,2,5,2,0,0,0,0,0,1,3,2014,False,False,False,True,False,False,False,True,False,False,False,False,False,0
1960,17144,1,1,96,6,18,2,0,2,19,5,3,0,0,4,7,0,0,0,0,0,15,2,2014,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1976,31859,1,0,77,5,3,1,8,0,3,1,1,0,0,2,7,0,0,0,0,0,14,6,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1956,71866,0,1,85,33,184,178,103,39,178,1,6,0,3,10,3,0,0,0,0,0,25,12,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1970,51390,1,2,67,20,738,20,52,50,172,6,2,0,3,10,7,0,1,0,1,0,23,8,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1975,49514,1,0,61,93,88,39,58,13,78,2,6,0,1,4,7,0,0,0,0,0,17,12,2013,True,False,False,False,False,False,False,False,False,True,False,False,False,0
1979,32765,1,0,49,3,13,3,7,3,17,2,2,0,0,4,5,0,0,0,0,0,23,2,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1968,36997,1,1,72,27,43,4,8,0,12,5,2,0,1,4,5,0,0,0,0,0,1,2,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1971,33316,1,1,34,12,79,1,4,4,31,3,2,0,1,4,6,0,0,0,0,0,4,10,2013,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1964,64100,0,1,93,10,509,0,0,0,27,1,8,0,3,6,7,0,1,0,0,0,10,9,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1957,43140,0,1,68,11,134,8,6,0,76,1,4,0,1,5,6,0,0,0,0,0,5,1,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1960,65695,0,1,50,6,371,32,0,58,189,2,5,0,4,10,4,0,0,0,0,0,31,1,2014,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1976,59809,0,2,36,49,598,16,32,41,141,3,3,0,3,6,8,0,0,0,0,0,18,10,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1969,62882,0,1,26,97,509,133,78,24,497,2,7,0,5,6,4,0,0,0,0,0,9,8,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1968,70566,0,1,4,21,381,28,84,28,215,2,6,0,5,9,3,0,0,0,0,0,6,10,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1986,34320,1,0,66,0,4,1,3,0,9,1,1,0,0,2,8,0,0,0,0,0,16,2,2014,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1966,82427,0,0,35,107,482,147,104,107,509,1,3,0,5,12,1,0,0,1,0,0,12,3,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1984,35196,1,0,68,187,75,12,43,39,141,6,6,0,1,5,8,0,0,0,0,0,13,11,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1965,59686,0,1,78,5,89,15,34,42,89,1,4,0,1,6,4,0,0,0,0,0,25,1,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1973,60432,0,1,61,11,365,3,4,3,15,5,7,0,2,5,6,0,0,0,0,0,9,3,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1975,61905,0,1,2,13,167,0,6,2,43,2,4,0,2,4,5,0,0,0,0,0,4,2,2014,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1976,24027,1,0,7,5,14,7,11,0,11,2,2,0,0,3,8,0,0,0,0,0,9,6,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1973,46854,1,1,81,79,96,1,7,1,79,6,5,1,1,3,8,0,0,0,0,0,31,3,2014,False,False,False,False,True,False,False,False,False,True,False,False,False,1
1969,14045,1,0,24,1,11,0,2,1,5,1,1,0,0,3,7,0,0,0,0,0,26,1,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1947,77457,0,0,85,11,675,11,15,45,400,1,2,0,5,10,1,0,0,1,0,0,5,3,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1959,58113,0,1,66,84,221,104,102,78,169,3,9,0,2,8,7,0,0,0,0,1,25,1,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1976,36301,1,0,53,12,11,12,3,5,35,1,3,0,0,3,7,0,0,0,0,0,25,10,2013,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1951,64950,0,1,29,63,819,0,12,0,72,2,11,0,2,10,7,0,1,0,0,0,12,8,2012,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1992,42670,0,0,12,15,154,2,20,4,46,1,4,0,2,4,4,0,0,0,0,0,27,4,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1977,57954,1,1,52,9,456,4,0,0,24,7,8,0,2,6,7,0,1,0,0,0,18,6,2014,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1980,25965,0,0,29,11,2,2,41,7,11,1,2,0,0,3,8,0,0,0,0,0,7,9,2012,False,True,False,False,False,False,False,False,True,False,False,False,False,0
1959,68805,0,1,73,20,182,2,17,13,49,1,3,0,1,7,2,0,0,0,0,0,17,9,2013,False,False,False,False,True,False,False,True,False,False,False,False,False,0
1977,46931,2,1,94,16,41,0,3,1,17,2,1,0,1,3,3,0,0,0,0,0,24,4,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1959,18690,0,0,77,19,6,1,23,4,7,1,1,0,1,2,8,0,0,0,0,0,28,12,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1984,52413,1,0,67,12,185,8,56,56,133,2,7,0,1,7,7,0,0,0,0,0,3,11,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1972,14188,0,0,40,27,2,7,16,12,11,1,2,0,0,4,6,0,0,0,0,0,28,2,2013,False,True,False,False,False,False,False,False,True,False,False,False,False,0
1971,34109,0,1,39,4,9,1,2,1,5,1,0,0,0,3,4,0,0,0,0,0,6,11,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1956,90226,0,0,26,108,1083,108,253,151,649,1,4,0,7,12,2,0,0,0,1,0,26,9,2012,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1960,19740,0,1,65,20,7,11,10,4,3,2,1,0,1,3,5,0,0,0,0,0,24,3,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1968,29543,2,0,47,18,17,3,3,4,18,2,3,0,1,2,7,0,0,0,0,0,1,4,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1951,44689,1,1,82,11,18,0,0,0,5,2,1,1,1,2,7,0,0,0,0,0,10,1,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1965,46891,0,1,91,61,43,12,29,15,23,1,2,0,1,4,4,0,0,0,0,0,1,9,2013,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1977,35790,1,0,54,3,12,6,30,1,20,2,2,0,0,3,7,0,0,0,0,0,2,1,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1957,40737,2,1,24,2,11,0,0,0,4,1,1,0,0,2,8,0,0,0,0,0,8,12,2013,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1991,20193,0,0,18,9,8,8,24,11,22,1,1,0,1,4,4,0,0,0,0,0,28,11,2012,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1959,36732,1,1,71,7,21,5,10,1,3,3,1,0,1,4,2,0,0,0,0,0,29,12,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1970,62466,0,1,13,83,129,129,168,121,259,5,6,0,3,12,4,0,0,0,0,0,15,1,2014,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1955,74268,0,0,83,41,199,66,97,174,315,1,4,0,3,5,2,0,0,0,0,0,14,2,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1952,54549,0,1,8,9,216,2,0,0,6,2,5,0,1,4,7,0,0,0,0,0,3,3,2014,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1970,67536,0,1,45,35,1253,0,23,71,447,3,11,0,5,11,8,0,0,0,1,0,22,5,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1952,67433,0,2,51,30,615,28,12,48,259,4,6,0,5,13,4,0,1,0,0,0,16,7,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1952,43776,1,1,9,20,177,2,3,2,71,6,5,0,2,4,8,0,0,0,0,0,3,2,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,1
1964,81246,0,0,87,37,398,190,61,156,537,1,4,1,5,7,1,0,0,0,1,0,29,12,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1956,66334,0,1,82,23,909,11,0,0,218,2,9,0,3,5,5,0,0,0,0,0,3,4,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,1
1975,92163,0,0,25,20,817,183,106,163,797,0,5,0,11,5,2,0,0,1,1,0,12,12,2012,False,False,False,True,False,False,False,False,True,False,False,False,False,1
1969,68695,0,0,3,40,458,81,106,50,356,1,4,0,4,7,2,0,0,0,0,0,25,6,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1955,65748,0,1,58,34,172,73,95,78,93,2,2,0,4,10,1,0,0,0,0,1,15,4,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1955,46015,1,1,25,6,38,0,0,0,2,1,1,1,0,3,7,1,0,0,0,0,13,4,2014,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1974,26751,2,0,26,1,1,1,0,3,5,1,1,0,0,2,8,0,0,0,0,0,22,5,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1970,70617,0,0,45,27,353,61,40,46,753,1,3,0,3,7,2,0,0,0,0,0,23,6,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1980,43974,1,0,19,72,378,0,0,0,101,5,6,0,4,6,7,0,0,0,0,0,12,12,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1964,75236,0,1,27,114,438,66,12,38,400,1,8,0,3,13,4,0,0,0,0,0,25,11,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1966,89572,0,0,44,64,606,24,197,194,974,1,7,0,7,9,4,0,1,0,1,0,15,9,2012,True,False,False,False,False,False,False,False,False,True,False,False,False,1
1984,14796,1,0,1,16,13,3,7,4,8,2,1,0,0,3,9,0,0,0,0,0,17,9,2012,True,False,False,False,False,False,False,False,True,False,False,False,False,1
1988,66951,0,0,46,124,277,162,173,76,305,1,3,0,4,7,1,0,0,0,0,0,2,11,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1978,77583,0,0,93,108,372,23,250,12,384,1,4,0,5,9,2,0,0,0,1,0,10,2,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1980,19107,1,0,49,16,2,4,10,5,9,2,1,0,0,3,7,0,0,0,0,0,22,8,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1971,60491,0,1,81,76,637,47,12,19,237,4,6,0,11,7,5,0,0,0,0,0,6,9,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1984,16529,1,0,23,1,3,0,13,0,5,1,1,0,0,3,6,0,0,0,0,0,1,3,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1953,67087,0,1,40,43,329,35,130,35,222,2,7,0,5,8,4,0,0,0,0,0,17,12,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1954,52869,1,1,40,21,84,3,2,1,61,3,3,0,1,4,7,0,0,0,0,0,15,10,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,1
1957,41437,1,1,5,1,29,0,0,0,2,1,1,0,0,3,7,0,0,0,0,0,22,9,2012,False,False,False,False,True,False,False,True,False,False,False,False,False,0
1954,51390,0,1,83,24,161,0,0,0,22,2,4,0,1,4,6,0,0,0,0,0,23,6,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1956,54342,1,1,74,28,84,10,11,10,34,4,3,0,1,4,6,0,0,0,0,0,3,7,2013,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1990,18929,0,0,15,18,32,0,23,4,8,1,1,0,0,4,6,0,0,0,0,0,16,2,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1975,54730,0,1,64,56,318,3,4,7,17,5,4,0,1,8,4,0,0,0,0,0,15,8,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1973,22682,1,0,51,36,10,14,4,2,29,3,2,0,1,4,4,0,0,0,0,0,3,10,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1951,53790,0,2,86,5,335,42,28,5,127,3,7,0,2,8,6,0,0,0,0,0,6,3,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1955,67225,0,1,4,143,315,35,46,7,322,3,7,0,2,11,5,0,0,0,0,0,26,11,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1973,34853,1,1,75,2,9,3,2,3,15,2,2,0,0,3,6,0,0,0,0,0,23,12,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1966,44794,0,1,99,4,54,0,0,0,7,1,2,0,0,3,6,0,0,0,0,0,8,6,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1960,30522,0,1,6,26,179,8,19,11,83,5,1,0,2,9,2,0,0,0,0,0,17,8,2012,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1967,79146,1,1,33,16,245,16,21,43,223,2,8,0,1,8,6,0,0,0,0,0,24,4,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1972,70932,0,1,57,185,200,193,46,185,100,2,6,0,2,12,3,0,0,0,0,0,19,1,2014,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1983,22148,0,0,16,11,15,5,0,4,14,1,1,0,0,3,7,0,0,0,0,0,13,4,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1991,89891,0,0,17,183,412,22,59,28,132,1,11,0,6,8,4,0,0,1,0,0,15,4,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1973,20427,1,0,63,1,5,0,0,0,4,1,1,0,0,2,8,0,0,0,0,0,24,3,2014,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1950,59292,0,1,71,14,378,14,19,14,68,2,3,0,5,8,3,0,0,0,0,0,13,6,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1979,30545,1,0,71,12,4,12,19,7,15,2,2,0,0,3,7,0,0,0,0,0,17,10,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1987,75794,0,0,33,48,754,160,63,32,625,1,7,0,5,12,3,0,0,0,1,0,24,12,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1968,41120,1,1,80,24,24,2,0,8,23,3,2,0,1,3,6,0,0,0,0,0,6,11,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1978,26487,1,0,23,23,2,8,12,14,10,3,2,0,1,3,5,0,0,0,0,0,20,5,2013,False,True,False,False,False,False,False,False,False,True,False,False,False,0
1978,70440,0,0,49,88,690,117,76,102,499,1,5,0,10,7,3,0,0,0,1,0,8,10,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1958,38741,1,1,60,13,7,10,8,6,17,2,2,0,0,3,7,0,0,0,0,0,30,3,2014,True,False,False,False,False,False,False,False,False,True,False,False,False,0
1954,46344,1,1,38,6,11,1,2,1,6,2,1,0,1,2,5,0,0,0,0,0,8,3,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1956,64090,0,1,8,135,316,58,76,51,161,1,6,0,9,4,5,0,0,0,0,0,7,8,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1955,74805,0,1,14,37,209,162,41,162,209,5,4,0,7,10,2,0,0,0,0,0,6,11,2013,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1991,90638,0,0,29,96,1156,120,94,144,915,1,3,0,4,10,1,0,0,1,0,0,13,2,2014,False,False,False,True,False,False,False,False,False,True,False,False,False,1
1978,72159,0,0,62,53,322,53,34,40,899,1,4,0,6,10,2,0,0,0,0,0,29,10,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1955,52750,0,1,72,69,393,0,90,69,239,6,5,0,7,9,4,0,0,0,0,0,4,2,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1965,58692,0,1,21,11,301,11,4,7,61,1,8,0,2,4,7,0,0,0,0,0,6,4,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1982,40479,1,0,95,0,5,0,2,0,8,1,0,0,0,3,4,0,0,0,0,0,17,8,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1964,45989,0,1,97,12,138,33,28,24,87,4,3,0,2,7,3,0,0,0,0,0,22,10,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,0
